id_venta,fecha,producto,marca,categoria,precio,cantidad,garantia_meses,stock_dias,calificacion,canal,devolucion,total,opinion_usuario
213.0,2022-12-28,Impresora,Logitech,almacenamiento,708.05,3.0,25.0,7.0,2.0,marketplace,no,2124.15,
214.0,2022-12-30,Celular,,almacenamiento,3988.07,2.0,,"53,00",4.0,tienda,si,7976.14,Demoraron en atender la garantía
215.0,,Tablet,Asus,perifericos,1661.98,2.0,6.0,60.0,1.0,marketplace,no,3323.96,Buen precio y garantía
216.0,2023-01-02,Teclado,Logitech,perifericos,697.06,3.0,"2,00",91.0,3.0,web,si,2091.18,Producto funcionando perfectamente
217.0,2023-01-04,Impresora,Asus,computo,3322.25,1.0,19.0,66.0,-5.0,,no,3322.25,Buena asesoría antes de comprar
218.0,2023-01-05,Mouse,Apple,computo,,,30.0,107.0,4.0,marketplace,no,,Producto funcionando perfectamente
219.0,2023-01-07,Impresora,HP,perifericos,5970.9,4.0,33.0,12.0,4.0,tienda,si,"23883,60",buen precio y garantía
,,Audifonos,Lenovo,computo,350.64,3.0,2.0,100.0,4.0,tienda,no,1051.92,Buena asesoría antes de comprar
221.0,2023-01-11,,Samsung,perifericos,4237.45,,34.0,83.0,1.0,marketplace,no,"16949,80",Buen precio y garantía
222.0,2023-01-12,Celular,Samsung,redes,4478.62,1.0,31.0,25.0,1.0,,no,4478.62,Demoraron en atender la garantía
223.0,2023-01-14,Impresora,Xiaomi,,"3720,26",,21.0,16.0,3.0,marketplace,si,3720.26,Buen precio y garantía
224.0,2023-01-16,Monitor,Logitech,moviles,3391.75,1.0,10.0,,2.0,web,si,3391.75,Excelente atención técnica
225.0,2023-01-17,Celular,Samsung,,88.32,3.0,"17,00",72.0,4.0,tienda,si,264.96,Buen precio y garantía
,2023-01-19,SSD,Lenovo,computo,5136.53,,9.0,62.0,,marketplace,no,10273.06,Producto funcionando perfectamente
227.0,2023-01-21,,Samsung,computo,"3645,96",1.0,19.0,14.0,4.0,marketplace,no,3645.96,Buena asesoría antes de comprar
,2023-01-22,Laptop,Xiaomi,perifericos,2845.76,3.0,,109.0,4.0,tienda,si,8537.28,Entrega rápida y producto original
229.0,2023-01-24,Audifonos,HP,moviles,4342.41,,31.0,71.0,4.0,web,si,4342.41,
230.0,2023-01-26,Tablet,Logitech,almacenamiento,4594.21,3.0,22.0,38.0,,web,si,13782.63,Recibí un producto diferente
231.0,2023-01-28,Celular,,computo,1100.9,1.0,18.0,59.0,4.0,web,si,1100.9,Buena asesoría antes de comprar
232.0,2023-01-29,,Xiaomi,almacenamiento,5611.69,2.0,3.0,-111.0,1.0,web,si,11223.38,buena asesoría antes de comprar
233.0,2023-01-31,Audifonos,Apple,computo,1986.13,4.0,,96.0,4.0,web,no,7944.52,Demoraron en atender la garantía
234.0,2023-02-02,Impresora,Asus,redes,3552.72,"4,00",19.0,84.0,5.0,tienda,no,14210.88,Demoraron en atender la garantía
235.0,2023-02-03,Celular,Logitech,computo,6464.07,4.0,"23,00",21.0,2.0,tienda,,25856.28,Mala atención postventa
236.0,2023-02-05,Celular,Xiaomi,computo,315.22,1.0,19.0,28.0,1.0,tienda,no,315.22,Buen precio y garantía
237.0,2023-02-07,,Asus,perifericos,1846.15,4.0,8.0,92.0,4.0,web,no,7384.6,Buena asesoría antes de comprar
238.0,2023-02-09,Monitor,Apple,perifericos,4373.68,4.0,26.0,59.0,4.0,marketplace,si,17494.72,Producto funcionando perfectamente
,2023-02-10,Router,HP,,4391.19,3.0,1.0,2.0,2.0,marketplace,si,-13173.57,
240.0,,Impresora,Lenovo,moviles,492.83,3.0,29.0,73.0,-1.0,web,si,1478.49,Buena asesoría antes de comprar
241.0,2023-02-14,Teclado,Lenovo,perifericos,5186.2,1.0,15.0,118.0,3.0,tienda,si,5186.2,
242.0,,Tablet,Lenovo,moviles,,2.0,19.0,45.0,2.0,marketplace,si,6364.98,Demoraron en atender la garantía
243.0,2023-02-17,Teclado,Logitech,perifericos,2046.61,2.0,34.0,48.0,4.0,web,si,4093.22,El pedido llegó incompleto
244.0,2023-02-19,Router,Logitech,computo,2108.08,4.0,21.0,55.0,5.0,marketplace,si,8432.32,Excelente atención técnica
245.0,2023-02-20,Tablet,Apple,perifericos,5031.57,1.0,"10,00",28.0,5.0,marketplace,no,5031.57,Entrega rápida y producto original
246.0,2023-02-22,Celular,Logitech,almacenamiento,"3401,76",3.0,17.0,2.0,3.0,tienda,no,,El producto presentó fallas
247.0,2023-02-24,Teclado,Samsung,moviles,5004.71,3.0,30.0,11.0,1.0,tienda,no,15014.13,Excelente atención técnica
,2023-02-26,Audifonos,Xiaomi,redes,,3.0,"14,00",80.0,4.0,tienda,si,12976.29,El pedido llegó incompleto
249.0,2023-02-27,Monitor,Dell,perifericos,735.0,1.0,9.0,42.0,4.0,tienda,si,735.0,Entrega rápida y producto original
250.0,2023-03-01,Mouse,Asus,computo,40.26,1.0,22.0,84.0,"4,00",tienda,no,40.26,Producto funcionando perfectamente
251.0,2023-03-03,Audifonos,Logitech,moviles,2395.32,2.0,4.0,34.0,3.0,tienda,si,4790.64,Recibí un producto diferente
252.0,,Tablet,Logitech,computo,6271.06,-2.0,8.0,119.0,1.0,web,si,12542.12,Entrega rápida y producto original
,2023-03-06,Router,Dell,redes,1197.92,3.0,13.0,17.0,1.0,marketplace,no,3593.76,
254.0,2023-03-08,,Asus,almacenamiento,945.42,2.0,"26,00",,5.0,tienda,no,"-1890,84",Buen precio y garantía
255.0,2023-03-09,Impresora,Lenovo,computo,1839.76,3.0,32.0,100.0,3.0,tienda,si,5519.28,Excelente atención técnica
256.0,2023-03-11,Impresora,Apple,redes,4732.09,3.0,21.0,13.0,1.0,tienda,no,14196.27,El pedido llegó incompleto
257.0,2023-03-13,Audifonos,,almacenamiento,4341.0,,9.0,14.0,-2.0,tienda,si,4341.0,Producto funcionando perfectamente
258.0,2023-03-15,Monitor,HP,perifericos,5070.1,,-16.0,"53,00","4,00",tienda,si,15210.3,El producto presentó fallas
259.0,2023-03-16,Audifonos,Asus,moviles,421.38,4.0,2.0,93.0,1.0,tienda,si,1685.52,Buena asesoría antes de comprar
260.0,2023-03-18,Audifonos,Samsung,perifericos,5686.97,1.0,5.0,1.0,4.0,marketplace,no,5686.97,Producto funcionando perfectamente
261.0,2023-03-20,mouse,Logitech,redes,,4.0,28.0,78.0,"1,00",marketplace,si,10923.8,Buena asesoría antes de comprar
262.0,2023-03-21,Teclado,Lenovo,redes,,3.0,33.0,42.0,2.0,tienda,,8640.66,Demoraron en atender la garantía
263.0,2023-03-23,Celular,HP,computo,5379.66,3.0,18.0,110.0,5.0,tienda,si,16138.98,Buena asesoría antes de comprar
264.0,,Celular,Samsung,moviles,6189.41,3.0,26.0,41.0,5.0,web,no,18568.23,Excelente atención técnica
265.0,2023-03-27,Tablet,Logitech,almacenamiento,416.96,4.0,12.0,,,web,no,1667.84,Excelente atención técnica
,2023-03-28,monitor,Apple,redes,1638.34,3.0,,68.0,1.0,web,no,4915.02,Producto funcionando perfectamente
267.0,2023-03-30,Tablet,HP,redes,"260,07",3.0,10.0,87.0,2.0,tienda,si,780.21,Producto funcionando perfectamente
268.0,2023-04-01,Tablet,,moviles,865.42,,24.0,63.0,4.0,tienda,no,1730.84,Excelente atención técnica
269.0,2023-04-02,SSD,Logitech,perifericos,2357.9,3.0,13.0,28.0,4.0, MARKETPLACE ,no,7073.7,Entrega rápida y producto original
270.0,2023-04-04,Impresora,HP,computo,762.9,,32.0,104.0,1.0,web,no,762.9,Entrega rápida y producto original
271.0,2023-04-06,Impresora,Asus,computo,1396.34,1.0,4.0,76.0,,web,no,1396.34,Buen precio y garantía
272.0,2023-04-07,Audifonos,,almacenamiento,,"2,00",25.0,83.0,2.0,marketplace,,9612.44,Buena asesoría antes de comprar
273.0,,Tablet,HP,redes,5574.07,4.0,11.0,14.0,3.0,web,si,22296.28,Buena asesoría antes de comprar
274.0,2023-04-11,Router,Xiaomi,,2164.36,2.0,26.0,113.0,5.0,web,no,4328.72,El pedido llegó incompleto
275.0,2023-04-13,Laptop,HP,moviles,3047.6,2.0,7.0,55.0,5.0,marketplace,no,6095.2,Entrega rápida y producto original
276.0,2023-04-14,Impresora,Apple,computo,961.19,2.0,24.0,50.0,5.0,marketplace,no,1922.38,Buena asesoría antes de comprar
277.0,2023-04-16,Teclado,Logitech,redes,1607.98,1.0,34.0,57.0,3.0,tienda,si,,Entrega rápida y producto original
278.0,2023-04-18,Teclado,Dell,moviles,2213.04,3.0,34.0,91.0,5.0,web, SI ,6639.12,Recibí un producto diferente
279.0,2023-04-19,Impresora,Dell,almacenamiento,-1147.4,4.0,15.0,,1.0,web,no,4589.6,Entrega rápida y producto original
280.0,2023-04-21,SSD,,computo,4577.37,1.0,26.0,64.0,2.0,web,si,4577.37,
,2023-04-23,Router,Logitech,almacenamiento,6353.39,4.0,,2.0,3.0,tienda,,25413.56,Buena asesoría antes de comprar
282.0,2023-04-25,Mouse,Samsung,computo,5795.3,4.0,25.0,41.0,1.0,marketplace,no,"23181,20",Excelente atención técnica
283.0,2023-04-26,SSD,Lenovo,almacenamiento,1041.61,4.0,,"99,00",5.0,marketplace,si,4166.44,Buena asesoría antes de comprar
284.0,2023-04-28,Teclado,Logitech,moviles,6458.1,2.0,14.0,54.0,1.0,web,si,12916.2,Producto funcionando perfectamente
285.0,2023-04-30,Router,,almacenamiento,182.29,2.0,12.0,118.0,1.0,web,no,364.58,Buen precio y garantía
286.0,2023-05-01,Impresora,Lenovo,computo,501.14,4.0,8.0,,2.0,marketplace,no,2004.56,Buen precio y garantía
287.0,2023-05-03,Monitor,Xiaomi,,5294.77,3.0,36.0,29.0,1.0,marketplace,no,15884.31,Producto funcionando perfectamente
288.0,2023-05-05,Laptop,Logitech,redes,4972.72,2.0,15.0,29.0,2.0,marketplace,si,9945.44,Excelente atención técnica
289.0,2023-05-06,SSD,HP,moviles,6239.93,2.0,4.0,109.0,5.0,tienda,si,12479.86,Buen precio y garantía
290.0,,Celular,Dell,computo,,3.0,4.0,67.0,2.0,web,,1633.02,El producto presentó fallas
291.0,2023-05-10,Audifonos,Logitech,perifericos,5824.4,3.0,33.0,41.0,2.0,web,no,17473.2,El producto presentó fallas
,2023-05-12,Teclado,Logitech,almacenamiento,5824.07,3.0,9.0,109.0,1.0,tienda,no,17472.21,El pedido llegó incompleto
293.0,2023-05-13,Impresora,Dell,perifericos,6190.59,1.0,14.0,50.0,2.0,tienda,si,6190.59,Entrega rápida y producto original
294.0,2023-05-15,Celular,Samsung,perifericos,5735.0,4.0,"33,00",6.0,3.0,web,,22940.0,Buen precio y garantía
295.0,2023-05-17,, SAMSUNG ,redes,437.52,-3.0,17.0,88.0,3.0,tienda,si,1312.56,Buena asesoría antes de comprar
296.0,2023-05-18,Mouse,Samsung,redes,"3622,08",1.0,26.0,78.0,-1.0,tienda,si,3622.08,Excelente atención técnica
297.0,2023-05-20,Teclado,Asus,perifericos,860.99,2.0,1.0,83.0,-4.0,tienda,no,1721.98,Excelente atención técnica
298.0,2023-05-22,Mouse,,computo,3109.98,4.0,19.0,71.0,3.0,tienda,no,12439.92,Demoraron en atender la garantía
299.0,2023-05-24,Celular,Samsung,perifericos,913.92,1.0,19.0,113.0,,marketplace,si,913.92,Buena asesoría antes de comprar
300.0,2023-05-25,Monitor,Logitech,moviles,2434.26,2.0,5.0,114.0,,tienda,no,4868.52,Entrega rápida y producto original
301.0,,SSD,,computo,5764.57,2.0,0.0,77.0,4.0,web,si,,Entrega rápida y producto original
302.0,2023-05-29,Router,Lenovo,computo,"1967,19",2.0,2.0,99.0,1.0,web,si,-3934.38,Buen precio y garantía
303.0,2023-05-30,Celular,Dell,almacenamiento,1470.86,2.0,20.0,79.0,2.0,tienda,si,2941.72,El producto presentó fallas
304.0,2023-06-01,,Apple,computo,3285.4,3.0,,,5.0,tienda,no,9856.2,Excelente atención técnica
305.0,2023-06-03,Teclado,Samsung,redes,2617.4,1.0,"24,00",23.0,5.0,marketplace,no,2617.4,Demoraron en atender la garantía
306.0,2023-06-04,Impresora,Logitech,perifericos,6298.5,1.0,17.0,,4.0,tienda,no,6298.5,Excelente atención técnica
,2023-06-06,Mouse,Lenovo,almacenamiento,4129.23,3.0,11.0,64.0,4.0,tienda,no,12387.69,El pedido llegó incompleto
308.0,,Audifonos,HP,almacenamiento,4049.24,4.0,31.0,15.0,4.0,web,no,16196.96,Excelente atención técnica
309.0,2023-06-10,Audifonos,Asus,redes,1619.2,4.0,16.0,113.0,3.0,marketplace,si,6476.8,Buena asesoría antes de comprar
310.0,2023-06-11,Impresora,Lenovo,moviles,1379.53,4.0,,37.0,,marketplace,si,5518.12,Excelente atención técnica
311.0,2023-06-13,Teclado,Dell,almacenamiento,-156.59,2.0,2.0,"57,00",2.0,marketplace,no,313.18,Recibí un producto diferente
312.0,2023-06-15,Audifonos,Dell,almacenamiento,5342.77,1.0,16.0,108.0,5.0,web,si,5342.77,Buena asesoría antes de comprar
313.0,2023-06-16,Audifonos,Dell,almacenamiento,,1.0,"9,00",92.0,3.0,marketplace,no,208.78,Buena asesoría antes de comprar
,2023-06-18,Tablet,Dell,redes,4745.35,2.0,12.0,46.0,-5.0,tienda,no,9490.7,Demoraron en atender la garantía
315.0,2023-06-20,Tablet,Lenovo,computo,3398.69,1.0,36.0,105.0,4.0,,no,3398.69,Excelente atención técnica
316.0,2023-06-21,Laptop,Samsung,perifericos,932.74,4.0,7.0,88.0,3.0,tienda,no,3730.96,Excelente atención técnica
317.0,2023-06-23,Tablet,Logitech,almacenamiento,1743.62,2.0,21.0,99.0,4.0,tienda,no,3487.24,Buena asesoría antes de comprar
318.0,2023-06-25,Celular,Apple,perifericos,1189.24,4.0,18.0,58.0,,marketplace,no,4756.96,Buen precio y garantía
319.0,2023-06-27,Monitor,Apple,redes,4025.64,3.0,7.0,38.0,5.0,web,no,12076.92,
320.0,2023-06-28,Router,Logitech,computo,4053.61,4.0,5.0,37.0,4.0,tienda,si,16214.44,Producto funcionando perfectamente
321.0,2023-06-30,Monitor,Logitech,,,3.0,,7.0,3.0,web,no,1969.02,buen precio y garantía
322.0,2023-07-02, TABLET ,Samsung,moviles,1838.61,,25.0,38.0,5.0,web,no,3677.22,Buen precio y garantía
323.0,2023-07-03,SSD,Samsung,redes,1393.92,1.0,25.0,38.0,3.0,tienda,no,1393.92,
324.0,2023-07-05,Laptop,HP,perifericos,5561.72,3.0,36.0,38.0,1.0,tienda,no,16685.16,Excelente atención técnica
,2023-07-07,Mouse,Xiaomi,almacenamiento,6030.18,1.0,22.0,58.0,1.0,marketplace,si,6030.18,Producto funcionando perfectamente
326.0,2023-07-09,Router,Lenovo,almacenamiento,1453.79,3.0,24.0,11.0,1.0,web,si,4361.37,Entrega rápida y producto original
327.0,2023-07-10,Impresora,Lenovo,redes,4927.19,3.0,21.0,"92,00",2.0,web,no,14781.57,Demoraron en atender la garantía
328.0,2023-07-12,Monitor,Apple,,464.0,4.0,8.0,81.0,1.0,tienda,no,1856.0,Buen precio y garantía
329.0,2023-07-14,Laptop,Lenovo,computo,1981.2,3.0,5.0,17.0,3.0,web,no,5943.6,producto funcionando perfectamente
330.0,2023-07-15,Laptop,dell,perifericos,2045.78,3.0,33.0,77.0,4.0,tienda,si,6137.34,Entrega rápida y producto original
331.0,2023-07-17,Monitor,Logitech,redes,"5042,34",3.0,2.0,,3.0,tienda,no,15127.02,Buen precio y garantía
332.0,2023-07-19,Monitor,Dell,almacenamiento,"1106,09",4.0,16.0,42.0,3.0,tienda,no,4424.36,Entrega rápida y producto original
,2023-07-20,Impresora,Xiaomi,almacenamiento,5700.96,3.0,,88.0,3.0,marketplace,si,17102.88,Buena asesoría antes de comprar
,2023-07-22,Audifonos,Apple,computo,5558.79,4.0,32.0,38.0,5.0,web,no,22235.16,Demoraron en atender la garantía
335.0,2023-07-24,Monitor,Samsung,computo,-5575.13,4.0,26.0,94.0,2.0,tienda,no,22300.52,Buen precio y garantía
,2023-07-26,Router,Xiaomi,moviles,5708.72,3.0,12.0,46.0,5.0,web,si,, ENTREGA RÁPIDA Y PRODUCTO ORIGINAL 
337.0,2023-07-27,Laptop,Logitech,perifericos,,3.0,13.0,110.0,2.0,marketplace,si,9620.25,Buen precio y garantía
338.0,2023-07-29,Monitor,Lenovo,moviles,,2.0,15.0,104.0,3.0,web,si,2976.24,Entrega rápida y producto original
339.0,2023-07-31,Teclado,Asus,almacenamiento,6227.16,2.0,8.0,66.0,3.0,marketplace,si,,Excelente atención técnica
340.0,2023-08-01,Audifonos,Asus,almacenamiento,902.71,1.0,4.0,14.0,1.0,tienda,si,902.71,Buena asesoría antes de comprar
341.0,2023-08-03,Celular,Xiaomi,computo,4338.95,2.0,26.0,51.0,4.0,web,no,8677.9,El producto presentó fallas
342.0,2023-08-05,Impresora,,almacenamiento,1643.24,1.0,3.0,77.0,2.0,tienda,si,1643.24,Recibí un producto diferente
343.0,2023-08-07,Celular,Logitech,perifericos,4457.35,4.0,5.0,46.0,5.0,tienda,si,17829.4,Buen precio y garantía
344.0,2023-08-08,,Logitech,redes,5952.93,1.0,5.0,"10,00",4.0,marketplace,,5952.93,
345.0,2023-08-10,Impresora,Dell,almacenamiento,,2.0,20.0,45.0,2.0,web,si,5130.66,Buena asesoría antes de comprar
346.0,2023-08-12,SSD,,perifericos,5182.88,1.0,32.0,,2.0,marketplace,si,5182.88,Recibí un producto diferente
347.0,2023-08-13,Router,Samsung,perifericos,3228.19,4.0,23.0,93.0,5.0,marketplace,no,12912.76,El producto presentó fallas
348.0,2023-08-15,Audifonos,Asus,perifericos,5119.71,2.0,9.0,34.0,,marketplace,no,10239.42,Entrega rápida y producto original
349.0,2023-08-17,Mouse,,moviles,3429.56,"2,00",,103.0,5.0,web,no,6859.12,Recibí un producto diferente
350.0,2023-08-18,Tablet,Dell,computo,2284.94,4.0,28.0,112.0,1.0,web,no,9139.76,Producto funcionando perfectamente
,,Mouse,HP,almacenamiento,3000.62,3.0,32.0,56.0,2.0,tienda,si,,Entrega rápida y producto original
352.0,2023-08-22,Teclado,Xiaomi,almacenamiento,2014.64,,14.0,5.0,4.0,marketplace,no,4029.28,
353.0,2023-08-24,Audifonos,Lenovo,perifericos,-4185.19,4.0,21.0,94.0,,,no,16740.76,Producto funcionando perfectamente
354.0,2023-08-25,Audifonos,HP,perifericos,6368.24,"1,00",9.0,106.0,4.0,marketplace,si,6368.24,Excelente atención técnica
355.0,2023-08-27,Tablet,HP,perifericos,2703.49,4.0,8.0,5.0,1.0,marketplace,si,10813.96,Buena asesoría antes de comprar
356.0,2023-08-29,Router,Xiaomi,almacenamiento,3818.05,3.0,20.0,1.0,3.0,web,si,11454.15,Buen precio y garantía
357.0,2023-08-30,Laptop,HP,moviles,1448.04,1.0,32.0,63.0,4.0,tienda,,1448.04,Buena asesoría antes de comprar
358.0,2023-09-01,Monitor,Apple,moviles,3638.25,3.0,36.0,51.0,3.0,marketplace,no,10914.75,Buen precio y garantía
359.0,2023-09-03,Teclado,Samsung,computo,2434.41,1.0,"17,00",114.0,3.0,web,si,2434.41,Excelente atención técnica
360.0,2023-09-04,Laptop,Xiaomi,redes,6190.11,4.0,21.0,-61.0,2.0,marketplace,si,24760.44,Entrega rápida y producto original
361.0,,Audifonos,Asus,redes,4908.47,,9.0,8.0,2.0,marketplace,si,14725.41,Entrega rápida y producto original
362.0,,Mouse,Lenovo,almacenamiento,3973.03,3.0,31.0,117.0,2.0,tienda,si,11919.09,El producto presentó fallas
363.0,2023-09-10,Monitor,Samsung,perifericos,3329.42,3.0,17.0,78.0,5.0,,no,9988.26,Excelente atención técnica
364.0,2023-09-11,Mouse,HP,computo,3561.58,3.0,17.0,89.0,2.0,web,si,10684.74,Buena asesoría antes de comprar
365.0,2023-09-13,,HP,computo,598.93,3.0,13.0,18.0,4.0,,si,1796.79,Buen precio y garantía
366.0,2023-09-15,Impresora,Logitech,redes,"203,88",1.0,16.0,92.0,1.0,web,si,203.88,Buen precio y garantía
367.0,2023-09-16,SSD,Xiaomi,computo,3917.34,,12.0,19.0,1.0,web,si,15669.36,EXCELENTE!!!
368.0,,SSD,Apple,perifericos,4010.9,4.0,26.0,40.0,-2.0,tienda,si,,Producto funcionando perfectamente
369.0,2023-09-20,Monitor,Apple,moviles,1488.26,3.0,13.0,40.0,4.0,tienda,si,4464.78,
370.0,2023-09-22,Teclado,Lenovo,computo,5118.57,2.0,13.0,77.0,2.0,web,no,10237.14,Excelente atención técnica
371.0,2023-09-23,Teclado,,perifericos,626.91,,14.0,17.0,"3,00",marketplace,no,1880.73,Entrega rápida y producto original
372.0,2023-09-25,Celular,Asus,almacenamiento,4754.36,3.0,33.0,47.0,4.0,marketplace,no,14263.08,Buen precio y garantía
373.0,2023-09-27,Router,Logitech,perifericos,"3541,81",2.0,20.0,71.0,3.0,tienda,si,7083.62,Mala atención postventa
374.0,2023-09-28,Audifonos,HP,,2138.23,4.0,32.0,"80,00",2.0,marketplace,si,8552.92,Excelente atención técnica
375.0,2023-09-30,Monitor,Samsung,moviles,5839.12,1.0,18.0,46.0,1.0,web,si,5839.12,Entrega rápida y producto original
376.0,2023-10-02,Teclado,HP,almacenamiento,,3.0,19.0,62.0,3.0,tienda,si,14714.7,Buen precio y garantía
377.0,2023-10-03,Teclado,HP,,6112.14,2.0,13.0,-72.0,4.0,web,si,12224.28, EXCELENTE ATENCIÓN TÉCNICA 
378.0,2023-10-05,Laptop,Logitech,almacenamiento,1898.31,4.0,15.0,113.0,4.0,,no,7593.24,El producto presentó fallas
379.0,2023-10-07,Impresora,,computo,4054.6,2.0,18.0,"31,00",4.0,tienda,si,8109.2,El pedido llegó incompleto
380.0,2023-10-09,Mouse,HP,almacenamiento,4893.17,3.0,0.0,20.0,1.0,tienda,no,14679.51,Mala atención postventa
381.0,2023-10-10,Tablet,Dell,computo,3417.14,1.0,32.0,113.0,5.0,marketplace,si,3417.14,El producto presentó fallas
382.0,2023-10-12,Impresora,,redes,5744.69,3.0,9.0,21.0,2.0,,,17234.07,Producto funcionando perfectamente
383.0,2023-10-14,Teclado,HP,perifericos,2083.03,2.0,6.0,69.0,1.0,marketplace,no,4166.06,El producto presentó fallas
384.0,2023-10-15,Impresora,Asus,moviles,4211.95,,8.0,29.0,4.0,tienda,no,8423.9,Entrega rápida y producto original
385.0,2023-10-17,Router,HP,computo,3925.38,1.0,27.0,99.0,4.0,web,si,3925.38,
386.0,2023-10-19,Celular,Apple,computo,4248.9,1.0,35.0,24.0,4.0,tienda,,4248.9,Entrega rápida y producto original
387.0,2023-10-21,Monitor,Samsung,perifericos,3286.28,1.0,25.0,106.0,4.0,tienda,no,"3286,28",Excelente atención técnica
388.0,2023-10-22,Impresora,Asus,almacenamiento,5068.09,3.0,11.0,42.0,1.0,web,no,15204.27,Buena asesoría antes de comprar
389.0,2023-10-24,SSD,Dell,almacenamiento,4726.75,3.0,30.0,,5.0,web,no,14180.25,mala atención postventa
390.0,2023-10-26,Audifonos,Asus,redes,3744.09,2.0,8.0,110.0,2.0,web,no,7488.18,Excelente atención técnica
391.0,2023-10-27,Celular,Xiaomi,perifericos,266.04,4.0,24.0,1.0,4.0,marketplace,si,"1064,16",Producto funcionando perfectamente
392.0,2023-10-29,Laptop,Apple,almacenamiento,2195.85,2.0,36.0,35.0,3.0,marketplace,si,4391.7,Excelente atención técnica
393.0,2023-10-31,Laptop,HP,moviles,1142.3,3.0,25.0,65.0,2.0,marketplace,si,3426.9,Buen precio y garantía
394.0,2023-11-01,Monitor,Logitech,computo,344.71,4.0,25.0,8.0,,web,,1378.84,Buena asesoría antes de comprar
395.0,2023-11-03,Impresora,,redes,5362.74,3.0,31.0,98.0,2.0,tienda,si,16088.22,Buena asesoría antes de comprar
396.0,2023-11-05,,Apple,moviles,2015.97,,2.0,57.0,4.0,marketplace,no,6047.91,Demoraron en atender la garantía
397.0,2023-11-07,Impresora,Samsung,perifericos,6335.56,1.0,18.0,83.0,2.0,tienda,si,6335.56,Producto funcionando perfectamente
398.0,2023-11-08,Router,Apple,redes,4565.69,-2.0,18.0,6.0,2.0,tienda,no,9131.38,Excelente atención técnica
399.0,2023-11-10,Laptop,Lenovo,redes,557.73,4.0,17.0,42.0,3.0,tienda,si,2230.92,Buena asesoría antes de comprar
400.0,2023-11-12,Teclado,Lenovo,redes,1253.06,4.0,29.0,28.0,1.0,web,no,5012.24,Demoraron en atender la garantía
401.0,2023-11-13,Router,HP,moviles,5162.0,4.0,28.0,0.0,2.0,web,no,20648.0,Mala atención postventa
402.0,2023-11-15,Celular,Dell,perifericos,3281.99,3.0,-9.0,11.0,1.0,web,si,,Recibí un producto diferente
403.0,2023-11-17,,Lenovo,computo,297.27,4.0,-0.0,69.0,,tienda,no,1189.08,Excelente atención técnica
404.0,,Laptop,Samsung,perifericos,2608.1,1.0,28.0,77.0,4.0,tienda,si,2608.1,Producto funcionando perfectamente
405.0,2023-11-20,Celular,Logitech,moviles,4146.45,3.0,8.0,116.0,5.0,web,no,12439.35,Buen precio y garantía
406.0,2023-11-22,Teclado,HP,,3011.27,4.0,9.0,,1.0,marketplace,no,-12045.08,Demoraron en atender la garantía
407.0,2023-11-24,Router,Xiaomi,moviles,4479.38,3.0,17.0,0.0,2.0,tienda,si,13438.14, BUENA ASESORÍA ANTES DE COMPRAR 
408.0,2023-11-25,Teclado,,,1230.71,2.0,,26.0,5.0,marketplace,si,2461.42,Producto funcionando perfectamente
409.0,2023-11-27,Router,Xiaomi,redes,2650.93,2.0,16.0,82.0,4.0,web,no,,Buen precio y garantía
410.0,2023-11-29,Audifonos,Dell,computo,1424.25,3.0,29.0,54.0,,,si,4272.75,Mala atención postventa
411.0,2023-11-30,Teclado,Lenovo,moviles,3250.25,4.0,5.0,-1.0,2.0,tienda,no,13001.0,Demoraron en atender la garantía
412.0,2023-12-02,,HP,redes,,2.0,3.0,39.0,5.0,web,no,3019.54,Entrega rápida y producto original
413.0,,Router,Asus,redes,4996.37,4.0,13.0,54.0,2.0,,no,,
414.0,2023-12-06,SSD,Dell,computo,36.62,1.0,0.0,21.0,2.0,web,no,36.62,El pedido llegó incompleto
415.0,2023-12-07,Celular,Logitech,almacenamiento,6408.08,3.0,"1,00",63.0,1.0,marketplace,si,19224.24,Producto funcionando perfectamente
416.0,2023-12-09,Monitor,HP,almacenamiento,758.96,1.0,30.0,3.0,3.0,web,no,758.96,Buena asesoría antes de comprar
417.0,2023-12-11,Mouse,Lenovo,moviles,4814.98,4.0,19.0,119.0,4.0,marketplace,si,19259.92,Entrega rápida y producto original
418.0,2023-12-12,Audifonos,Dell,,"3941,02",3.0,20.0,79.0,2.0,tienda,no,11823.06,El pedido llegó incompleto
419.0,2023-12-14,SSD,Lenovo,almacenamiento,5330.42,"2,00",-13.0,75.0,5.0,web,si,10660.84,Mala atención postventa
420.0,2023-12-16,Mouse,Xiaomi,redes,5933.87,2.0,31.0,29.0,4.0,web,no,,Entrega rápida y producto original
421.0,2023-12-17,Monitor,Lenovo,perifericos,3926.06,,0.0,29.0,2.0,web,no,7852.12,Recibí un producto diferente
422.0,2023-12-19,Tablet,Logitech,,1779.16,1.0,31.0,30.0,-4.0,tienda,si,1779.16,Excelente atención técnica
423.0,2023-12-21,Router,Asus,computo,1941.82,1.0,31.0,112.0,3.0,web,si,1941.82,entrega rápida y producto original
424.0,2023-12-23,Impresora,HP,computo,2580.01,"4,00",34.0,106.0,2.0,marketplace,si,10320.04,Demoraron en atender la garantía
425.0,2023-12-24,Monitor,Dell,computo,2665.19,1.0,21.0,79.0,5.0,web,no,2665.19,Buena asesoría antes de comprar
426.0,2023-12-26,impresora,HP,,5371.51,"3,00",17.0,48.0,5.0,marketplace,no,16114.53,Buen precio y garantía
